Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
41000,2006,"Learning, self-education and training",Tertiary Activities,Female,,11
42000,2006,"Learning, self-education and training",Tertiary Activities,Female,,12
43000,2006,"Learning, self-education and training",Tertiary Activities,Female,,11
44000,2006,"Learning, self-education and training",Tertiary Activities,Female,,9
45000,2006,"Learning, self-education and training",Tertiary Activities,Female,,9
46000,2006,"Learning, self-education and training",Tertiary Activities,Female,,10
47000,2006,"Learning, self-education and training",Tertiary Activities,Female,,14
0,2011,"Learning, self-education and training",Tertiary Activities,Female,,12
1000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
2000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
3000,2011,"Learning, self-education and training",Tertiary Activities,Female,,12
4000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
5000,2011,"Learning, self-education and training",Tertiary Activities,Female,,8
6000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
7000,2011,"Learning, self-education and training",Tertiary Activities,Female,,8
8000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
9000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
10000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
11000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
12000,2011,"Learning, self-education and training",Tertiary Activities,Female,,14
13000,2011,"Learning, self-education and training",Tertiary Activities,Female,,14
14000,2011,"Learning, self-education and training",Tertiary Activities,Female,,13
15000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
16000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
17000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
18000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
19000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
20000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
21000,2011,"Learning, self-education and training",Tertiary Activities,Female,,15
22000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
23000,2011,"Learning, self-education and training",Tertiary Activities,Female,,13
24000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
25000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
26000,2011,"Learning, self-education and training",Tertiary Activities,Female,,12
27000,2011,"Learning, self-education and training",Tertiary Activities,Female,,13
28000,2011,"Learning, self-education and training",Tertiary Activities,Female,,14
29000,2011,"Learning, self-education and training",Tertiary Activities,Female,,15
30000,2011,"Learning, self-education and training",Tertiary Activities,Female,,8
31000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
32000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
33000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
34000,2011,"Learning, self-education and training",Tertiary Activities,Female,,12
35000,2011,"Learning, self-education and training",Tertiary Activities,Female,,15
36000,2011,"Learning, self-education and training",Tertiary Activities,Female,,11
37000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
38000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
39000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
40000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
41000,2011,"Learning, self-education and training",Tertiary Activities,Female,,13
42000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
43000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
44000,2011,"Learning, self-education and training",Tertiary Activities,Female,,10
45000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
46000,2011,"Learning, self-education and training",Tertiary Activities,Female,,9
47000,2011,"Learning, self-education and training",Tertiary Activities,Female,,13
0,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
1000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
2000,2016,"Learning, self-education and training",Tertiary Activities,Female,,6
3000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
4000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
5000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
6000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
7000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
8000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
9000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
10000,2016,"Learning, self-education and training",Tertiary Activities,Female,,10
11000,2016,"Learning, self-education and training",Tertiary Activities,Female,,13
12000,2016,"Learning, self-education and training",Tertiary Activities,Female,,15
13000,2016,"Learning, self-education and training",Tertiary Activities,Female,,15
14000,2016,"Learning, self-education and training",Tertiary Activities,Female,,14
15000,2016,"Learning, self-education and training",Tertiary Activities,Female,,7
16000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
17000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
18000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
19000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
20000,2016,"Learning, self-education and training",Tertiary Activities,Female,,10
21000,2016,"Learning, self-education and training",Tertiary Activities,Female,,10
22000,2016,"Learning, self-education and training",Tertiary Activities,Female,,13
23000,2016,"Learning, self-education and training",Tertiary Activities,Female,,13
24000,2016,"Learning, self-education and training",Tertiary Activities,Female,,13
25000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
26000,2016,"Learning, self-education and training",Tertiary Activities,Female,,16
27000,2016,"Learning, self-education and training",Tertiary Activities,Female,,14
28000,2016,"Learning, self-education and training",Tertiary Activities,Female,,15
29000,2016,"Learning, self-education and training",Tertiary Activities,Female,,14
30000,2016,"Learning, self-education and training",Tertiary Activities,Female,,10
31000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
32000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
33000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
34000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
35000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
36000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
37000,2016,"Learning, self-education and training",Tertiary Activities,Female,,10
38000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
39000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
40000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
41000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
42000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
43000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
44000,2016,"Learning, self-education and training",Tertiary Activities,Female,,11
45000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
46000,2016,"Learning, self-education and training",Tertiary Activities,Female,,9
47000,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
0,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
1000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
2000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
3000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
4000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
5000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
6000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
7000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
8000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
9000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
10000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
11000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
12000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
13000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,11
14000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
15000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
16000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
17000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
18000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
19000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
20000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
21000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
22000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
23000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
24000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
25000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
26000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
27000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
28000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
29000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
30000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
31000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
32000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
33000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
34000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
35000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
36000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
37000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
38000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
39000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
40000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
41000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
42000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
43000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
44000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
45000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
46000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
47000,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
0,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
1000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
2000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
3000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
4000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
5000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
6000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
7000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
8000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
9000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
10000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
11000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
12000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
13000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,12
14000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
15000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
16000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
17000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
18000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
19000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,10
20000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
21000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
22000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
23000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
24000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
25000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
26000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,12
27000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
28000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,11
29000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
30000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
31000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
32000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
33000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
34000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,10
35000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
36000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
37000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
38000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
39000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
40000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
41000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
42000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
43000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
44000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
45000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
46000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
47000,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
0,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
1000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
2000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,2
3000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
4000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
5000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
6000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
7000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
8000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
9000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
10000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
11000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
12000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
13000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
14000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,11
15000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
16000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
17000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
18000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
19000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
20000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
21000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
22000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
23000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
24000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
25000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
26000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
27000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,10
28000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
29000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
30000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
31000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
32000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
33000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
34000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
35000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
36000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
37000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
38000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
39000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
40000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
41000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
42000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
43000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
44000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
45000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
46000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
47000,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
0,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
1000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
2000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
3000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
4000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
5000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
6000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
7000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
8000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
9000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
10000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
11000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
12000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
13000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
14000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
15000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
16000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
17000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
18000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
19000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
20000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
21000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
22000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
23000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
24000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
25000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
26000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
27000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
28000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
29000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
30000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
31000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
32000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
33000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
34000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
35000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
36000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
37000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
38000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
39000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
40000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
41000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
42000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
43000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
44000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
45000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
46000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
47000,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
0,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
1000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
2000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,2
3000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
4000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
5000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
6000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
7000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
8000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
9000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
10000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
11000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
12000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
13000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
14000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
15000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
16000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
17000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
18000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
19000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
20000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
21000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
22000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
23000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
24000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
25000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
26000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
27000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,9
28000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
29000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
30000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
31000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
32000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
33000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
34000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
35000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
36000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
37000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
38000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
39000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
40000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
41000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
42000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
43000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
44000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
45000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,3
46000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,4
47000,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,5
0,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
1000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
2000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
3000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
4000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
5000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
6000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
7000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
8000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
9000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
10000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
11000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
12000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
13000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
14000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
15000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
16000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
17000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
18000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
19000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
20000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,8
21000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,20
22000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
23000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
24000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
25000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,18
26000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
27000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
28000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
29000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
30000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
31000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
32000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
33000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
34000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
35000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
36000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,8
37000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
38000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
39000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
40000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
41000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
42000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
43000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
44000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
45000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
46000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
47000,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
0,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
1000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
2000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,8
3000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
4000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
5000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
6000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
7000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
