Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
4000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
5000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,36
6000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
7000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
8000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
9000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
10000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
11000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,37
12000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
13000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
14000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,40
15000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
16000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
17000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
18000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
19000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
20000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
21000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
22000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
23000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
24000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,33
25000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
26000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,35
27000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
28000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
29000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
30000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
31000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
32000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
33000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
34000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
35000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
36000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
37000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
38000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
39000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
40000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
41000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
42000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
43000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
44000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
45000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
46000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
47000,2001,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
0,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
1000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
2000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,20
3000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
4000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
5000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
6000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,22
7000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
8000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
9000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
10000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
11000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
12000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
13000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,38
14000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
15000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
16000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
17000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
18000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
19000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
20000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
21000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
22000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
23000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
24000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
25000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
26000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,37
27000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,35
28000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
29000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
30000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
31000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
32000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,20
33000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
34000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
35000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
36000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
37000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
38000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
39000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
40000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
41000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
42000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
43000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
44000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
45000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
46000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,33
47000,2006,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
0,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
1000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
2000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
3000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
4000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
5000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
6000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
7000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
8000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
9000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
10000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
11000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
12000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
13000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
14000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
15000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
16000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
17000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
18000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
19000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
20000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
21000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
22000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
23000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,33
24000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
25000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
26000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
27000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
28000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
29000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
30000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
31000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
32000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
33000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
34000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,33
35000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
36000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
37000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,20
38000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
39000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
40000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
41000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
42000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
43000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
44000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
45000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
46000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
47000,2011,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
0,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
1000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
2000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
3000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,33
4000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,35
5000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
6000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
7000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,21
8000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
9000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,35
10000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
11000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
12000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
13000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
14000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,38
15000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
16000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,22
17000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
18000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
19000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
20000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
21000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
22000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
23000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
24000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
25000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
26000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,33
27000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,31
28000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,34
29000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
30000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,18
31000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
32000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
33000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
34000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
35000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
36000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,29
37000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
38000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,32
39000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,28
40000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
41000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,24
42000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,25
43000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,22
44000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,27
45000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,23
46000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,30
47000,2016,Moving excl. commuting,Tertiary Activities,Male,FALSE,26
0,1996,Moving excl. commuting,Tertiary Activities,Female,,24
1000,1996,Moving excl. commuting,Tertiary Activities,Female,,24
2000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
3000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
4000,1996,Moving excl. commuting,Tertiary Activities,Female,,23
5000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
6000,1996,Moving excl. commuting,Tertiary Activities,Female,,16
7000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
8000,1996,Moving excl. commuting,Tertiary Activities,Female,,22
9000,1996,Moving excl. commuting,Tertiary Activities,Female,,22
10000,1996,Moving excl. commuting,Tertiary Activities,Female,,23
11000,1996,Moving excl. commuting,Tertiary Activities,Female,,25
12000,1996,Moving excl. commuting,Tertiary Activities,Female,,27
13000,1996,Moving excl. commuting,Tertiary Activities,Female,,30
14000,1996,Moving excl. commuting,Tertiary Activities,Female,,31
15000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
16000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
17000,1996,Moving excl. commuting,Tertiary Activities,Female,,23
18000,1996,Moving excl. commuting,Tertiary Activities,Female,,19
19000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
20000,1996,Moving excl. commuting,Tertiary Activities,Female,,18
21000,1996,Moving excl. commuting,Tertiary Activities,Female,,23
22000,1996,Moving excl. commuting,Tertiary Activities,Female,,24
23000,1996,Moving excl. commuting,Tertiary Activities,Female,,26
24000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
25000,1996,Moving excl. commuting,Tertiary Activities,Female,,22
26000,1996,Moving excl. commuting,Tertiary Activities,Female,,24
27000,1996,Moving excl. commuting,Tertiary Activities,Female,,24
28000,1996,Moving excl. commuting,Tertiary Activities,Female,,25
29000,1996,Moving excl. commuting,Tertiary Activities,Female,,25
30000,1996,Moving excl. commuting,Tertiary Activities,Female,,22
31000,1996,Moving excl. commuting,Tertiary Activities,Female,,19
32000,1996,Moving excl. commuting,Tertiary Activities,Female,,19
33000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
34000,1996,Moving excl. commuting,Tertiary Activities,Female,,23
35000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
36000,1996,Moving excl. commuting,Tertiary Activities,Female,,18
37000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
38000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
39000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
40000,1996,Moving excl. commuting,Tertiary Activities,Female,,25
41000,1996,Moving excl. commuting,Tertiary Activities,Female,,21
42000,1996,Moving excl. commuting,Tertiary Activities,Female,,23
43000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
44000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
45000,1996,Moving excl. commuting,Tertiary Activities,Female,,19
46000,1996,Moving excl. commuting,Tertiary Activities,Female,,22
47000,1996,Moving excl. commuting,Tertiary Activities,Female,,20
0,2001,Moving excl. commuting,Tertiary Activities,Female,,33
1000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
2000,2001,Moving excl. commuting,Tertiary Activities,Female,,23
3000,2001,Moving excl. commuting,Tertiary Activities,Female,,26
4000,2001,Moving excl. commuting,Tertiary Activities,Female,,32
5000,2001,Moving excl. commuting,Tertiary Activities,Female,,29
6000,2001,Moving excl. commuting,Tertiary Activities,Female,,24
7000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
8000,2001,Moving excl. commuting,Tertiary Activities,Female,,32
9000,2001,Moving excl. commuting,Tertiary Activities,Female,,34
10000,2001,Moving excl. commuting,Tertiary Activities,Female,,33
11000,2001,Moving excl. commuting,Tertiary Activities,Female,,38
12000,2001,Moving excl. commuting,Tertiary Activities,Female,,36
13000,2001,Moving excl. commuting,Tertiary Activities,Female,,36
14000,2001,Moving excl. commuting,Tertiary Activities,Female,,36
15000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
16000,2001,Moving excl. commuting,Tertiary Activities,Female,,28
17000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
18000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
19000,2001,Moving excl. commuting,Tertiary Activities,Female,,33
20000,2001,Moving excl. commuting,Tertiary Activities,Female,,26
21000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
22000,2001,Moving excl. commuting,Tertiary Activities,Female,,35
23000,2001,Moving excl. commuting,Tertiary Activities,Female,,36
24000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
25000,2001,Moving excl. commuting,Tertiary Activities,Female,,32
26000,2001,Moving excl. commuting,Tertiary Activities,Female,,33
27000,2001,Moving excl. commuting,Tertiary Activities,Female,,32
28000,2001,Moving excl. commuting,Tertiary Activities,Female,,33
29000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
30000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
31000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
32000,2001,Moving excl. commuting,Tertiary Activities,Female,,26
33000,2001,Moving excl. commuting,Tertiary Activities,Female,,32
34000,2001,Moving excl. commuting,Tertiary Activities,Female,,34
35000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
36000,2001,Moving excl. commuting,Tertiary Activities,Female,,28
37000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
38000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
39000,2001,Moving excl. commuting,Tertiary Activities,Female,,34
40000,2001,Moving excl. commuting,Tertiary Activities,Female,,35
41000,2001,Moving excl. commuting,Tertiary Activities,Female,,33
42000,2001,Moving excl. commuting,Tertiary Activities,Female,,29
43000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
44000,2001,Moving excl. commuting,Tertiary Activities,Female,,31
45000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
46000,2001,Moving excl. commuting,Tertiary Activities,Female,,33
47000,2001,Moving excl. commuting,Tertiary Activities,Female,,30
0,2006,Moving excl. commuting,Tertiary Activities,Female,,32
1000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
2000,2006,Moving excl. commuting,Tertiary Activities,Female,,24
3000,2006,Moving excl. commuting,Tertiary Activities,Female,,25
4000,2006,Moving excl. commuting,Tertiary Activities,Female,,29
5000,2006,Moving excl. commuting,Tertiary Activities,Female,,26
6000,2006,Moving excl. commuting,Tertiary Activities,Female,,26
7000,2006,Moving excl. commuting,Tertiary Activities,Female,,26
8000,2006,Moving excl. commuting,Tertiary Activities,Female,,33
9000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
10000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
11000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
12000,2006,Moving excl. commuting,Tertiary Activities,Female,,33
13000,2006,Moving excl. commuting,Tertiary Activities,Female,,37
14000,2006,Moving excl. commuting,Tertiary Activities,Female,,36
15000,2006,Moving excl. commuting,Tertiary Activities,Female,,27
16000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
17000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
18000,2006,Moving excl. commuting,Tertiary Activities,Female,,28
19000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
20000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
21000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
22000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
23000,2006,Moving excl. commuting,Tertiary Activities,Female,,35
24000,2006,Moving excl. commuting,Tertiary Activities,Female,,28
25000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
26000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
27000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
28000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
29000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
30000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
31000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
32000,2006,Moving excl. commuting,Tertiary Activities,Female,,27
33000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
34000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
35000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
36000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
37000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
38000,2006,Moving excl. commuting,Tertiary Activities,Female,,32
39000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
40000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
41000,2006,Moving excl. commuting,Tertiary Activities,Female,,25
42000,2006,Moving excl. commuting,Tertiary Activities,Female,,34
43000,2006,Moving excl. commuting,Tertiary Activities,Female,,30
44000,2006,Moving excl. commuting,Tertiary Activities,Female,,27
45000,2006,Moving excl. commuting,Tertiary Activities,Female,,33
46000,2006,Moving excl. commuting,Tertiary Activities,Female,,31
47000,2006,Moving excl. commuting,Tertiary Activities,Female,,28
0,2011,Moving excl. commuting,Tertiary Activities,Female,,30
1000,2011,Moving excl. commuting,Tertiary Activities,Female,,26
2000,2011,Moving excl. commuting,Tertiary Activities,Female,,26
3000,2011,Moving excl. commuting,Tertiary Activities,Female,,27
4000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
5000,2011,Moving excl. commuting,Tertiary Activities,Female,,28
6000,2011,Moving excl. commuting,Tertiary Activities,Female,,26
7000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
8000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
9000,2011,Moving excl. commuting,Tertiary Activities,Female,,30
10000,2011,Moving excl. commuting,Tertiary Activities,Female,,33
11000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
12000,2011,Moving excl. commuting,Tertiary Activities,Female,,33
13000,2011,Moving excl. commuting,Tertiary Activities,Female,,33
14000,2011,Moving excl. commuting,Tertiary Activities,Female,,35
15000,2011,Moving excl. commuting,Tertiary Activities,Female,,24
16000,2011,Moving excl. commuting,Tertiary Activities,Female,,30
17000,2011,Moving excl. commuting,Tertiary Activities,Female,,27
18000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
19000,2011,Moving excl. commuting,Tertiary Activities,Female,,30
20000,2011,Moving excl. commuting,Tertiary Activities,Female,,27
21000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
22000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
23000,2011,Moving excl. commuting,Tertiary Activities,Female,,32
24000,2011,Moving excl. commuting,Tertiary Activities,Female,,33
25000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
26000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
27000,2011,Moving excl. commuting,Tertiary Activities,Female,,30
28000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
29000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
30000,2011,Moving excl. commuting,Tertiary Activities,Female,,28
31000,2011,Moving excl. commuting,Tertiary Activities,Female,,27
32000,2011,Moving excl. commuting,Tertiary Activities,Female,,26
33000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
34000,2011,Moving excl. commuting,Tertiary Activities,Female,,33
35000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
36000,2011,Moving excl. commuting,Tertiary Activities,Female,,28
37000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
38000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
39000,2011,Moving excl. commuting,Tertiary Activities,Female,,28
40000,2011,Moving excl. commuting,Tertiary Activities,Female,,31
41000,2011,Moving excl. commuting,Tertiary Activities,Female,,29
42000,2011,Moving excl. commuting,Tertiary Activities,Female,,28
43000,2011,Moving excl. commuting,Tertiary Activities,Female,,27
44000,2011,Moving excl. commuting,Tertiary Activities,Female,,30
45000,2011,Moving excl. commuting,Tertiary Activities,Female,,30
46000,2011,Moving excl. commuting,Tertiary Activities,Female,,27
47000,2011,Moving excl. commuting,Tertiary Activities,Female,,28
0,2016,Moving excl. commuting,Tertiary Activities,Female,,30
1000,2016,Moving excl. commuting,Tertiary Activities,Female,,25
2000,2016,Moving excl. commuting,Tertiary Activities,Female,,22
3000,2016,Moving excl. commuting,Tertiary Activities,Female,,27
4000,2016,Moving excl. commuting,Tertiary Activities,Female,,32
5000,2016,Moving excl. commuting,Tertiary Activities,Female,,25
6000,2016,Moving excl. commuting,Tertiary Activities,Female,,25
7000,2016,Moving excl. commuting,Tertiary Activities,Female,,27
8000,2016,Moving excl. commuting,Tertiary Activities,Female,,33
9000,2016,Moving excl. commuting,Tertiary Activities,Female,,31
10000,2016,Moving excl. commuting,Tertiary Activities,Female,,27
11000,2016,Moving excl. commuting,Tertiary Activities,Female,,34
12000,2016,Moving excl. commuting,Tertiary Activities,Female,,33
13000,2016,Moving excl. commuting,Tertiary Activities,Female,,32
14000,2016,Moving excl. commuting,Tertiary Activities,Female,,35
15000,2016,Moving excl. commuting,Tertiary Activities,Female,,26
16000,2016,Moving excl. commuting,Tertiary Activities,Female,,26
17000,2016,Moving excl. commuting,Tertiary Activities,Female,,30
18000,2016,Moving excl. commuting,Tertiary Activities,Female,,26
19000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
20000,2016,Moving excl. commuting,Tertiary Activities,Female,,30
21000,2016,Moving excl. commuting,Tertiary Activities,Female,,28
22000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
23000,2016,Moving excl. commuting,Tertiary Activities,Female,,32
24000,2016,Moving excl. commuting,Tertiary Activities,Female,,31
25000,2016,Moving excl. commuting,Tertiary Activities,Female,,28
26000,2016,Moving excl. commuting,Tertiary Activities,Female,,28
27000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
28000,2016,Moving excl. commuting,Tertiary Activities,Female,,30
29000,2016,Moving excl. commuting,Tertiary Activities,Female,,31
30000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
31000,2016,Moving excl. commuting,Tertiary Activities,Female,,23
32000,2016,Moving excl. commuting,Tertiary Activities,Female,,24
33000,2016,Moving excl. commuting,Tertiary Activities,Female,,28
34000,2016,Moving excl. commuting,Tertiary Activities,Female,,30
35000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
36000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
37000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
38000,2016,Moving excl. commuting,Tertiary Activities,Female,,30
39000,2016,Moving excl. commuting,Tertiary Activities,Female,,30
40000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
41000,2016,Moving excl. commuting,Tertiary Activities,Female,,27
42000,2016,Moving excl. commuting,Tertiary Activities,Female,,29
43000,2016,Moving excl. commuting,Tertiary Activities,Female,,25
44000,2016,Moving excl. commuting,Tertiary Activities,Female,,28
45000,2016,Moving excl. commuting,Tertiary Activities,Female,,27
